objid,RA,DEC,Z,nQ,PROB
G09_Y1_DX1_260,134.49217,2.8535,0.2026,4.0,1.0
G09_Y1_DX1_263,134.55283,2.92402,0.21728,4.0,1.0
G09_Y1_DX1_265,134.43196,2.95441,0.19895,4.0,1.0
G09_Y1_DX1_268,134.59908,2.78742,0.20125,4.0,1.0
G09_Y1_DX1_270,134.575,2.72816,0.13964,4.0,1.0
G09_Y1_DX1_271,134.64883,2.51406,0.21498,4.0,1.0
G09_Y1_DX1_272,134.54054,2.95041,0.20126,4.0,1.0
G09_Y1_DX1_273,134.53008,2.99422,0.08743,4.0,1.0
G09_Y1_DX1_274,134.59429,2.70694,0.19545,4.0,1.0
G09_Y1_DX1_276,134.69554,2.64206,0.35454,4.0,1.0
G09_Y1_DX1_277,134.63083,2.7817,0.23065,4.0,1.0
G09_Y1_DX1_283,134.82737,2.86291,0.23385,4.0,1.0
G09_Y1_DX1_284,134.65125,2.61271,0.19627,4.0,1.0
G09_Y1_DX1_285,134.64992,2.56003,0.0394,4.0,1.0
G09_Y1_DX1_286,134.76267,2.62132,0.27755,4.0,1.0
G09_Y1_DX1_287,134.68458,2.61002,0.19568,4.0,1.0
G09_Y1_DX1_288,134.72225,2.72889,0.19061,4.0,1.0
G09_Y1_DX1_290,134.61108,2.67631,0.14383,4.0,1.0
G09_Y1_DX1_291,134.67704,2.89772,0.19017,4.0,0.9990000128746033
G09_Y1_DX1_292,134.74079,2.65781,0.11359,4.0,1.0
G09_Y1_DX1_293,134.5615,2.90597,0.24949,4.0,1.0
G09_Y1_DX1_295,134.74183,2.93135,0.25241,4.0,1.0
G09_Y1_DX1_297,134.73696,2.84227,0.19113,4.0,1.0
G09_Y1_DX1_299,134.79996,2.74119,0.20056,4.0,1.0
G09_Y1_DX1_301,134.77429,2.602,0.1135,4.0,1.0
G09_Y1_DX1_305,134.78075,2.82199,0.30478,4.0,1.0
G09_Y1_DX1_306,134.80029,2.99605,0.19612,4.0,1.0
G09_Y1_DX1_307,134.83379,2.87013,0.1249,4.0,1.0
G09_Y1_DX1_308,134.81867,2.99024,0.2042,4.0,1.0
G09_Y1_DX1_310,134.80742,2.56488,0.11686,4.0,1.0
G09_Y1_DX1_312,134.96563,2.70233,0.28898,4.0,1.0
G09_Y1_DX1_313,134.98438,2.78373,0.12693,4.0,1.0
G09_Y1_DX1_314,134.87871,2.99757,0.19763,4.0,1.0
G09_Y1_DX1_315,134.86704,2.86855,0.1928,4.0,1.0
G09_Y1_DX1_316,134.92712,2.5404,0.20174,4.0,1.0
G09_Y1_DX1_317,134.89712,2.91457,0.21764,4.0,1.0
G09_Y1_DX1_318,134.93575,2.71605,0.12874,4.0,1.0
G09_Y1_DX1_320,134.85133,2.72897,0.11415,4.0,1.0
G09_Y1_DX1_322,134.95013,2.69761,0.21213,4.0,1.0
G09_Y1_DX1_325,135.04104,2.90403,0.19279,4.0,1.0
G09_Y1_DX1_327,134.91608,2.89311,0.26457,4.0,1.0
G09_Y1_DX1_328,134.92063,2.86446,0.1147,4.0,1.0
G09_Y1_DX1_329,134.88408,2.76457,0.14026,4.0,1.0
G09_Y1_DX1_330,134.84271,2.58019,0.15964,4.0,1.0
G09_Y1_DX1_332,134.93475,2.83414,0.19191,4.0,1.0
G09_Y1_DX1_333,134.99271,2.85168,0.12699,4.0,1.0
G09_Y1_DX1_334,135.08325,2.96894,0.193,4.0,1.0
G09_Y1_DX1_335,135.02904,2.95003,0.19293,4.0,1.0
G09_Y1_DX1_336,135.05725,2.81816,0.20275,4.0,1.0
G09_Y1_DX1_339,135.06775,2.87757,0.21788,4.0,1.0
G09_Y1_DX1_341,135.0345,2.84462,0.20368,4.0,1.0
G09_Y1_DX1_342,135.05721,2.92704,0.19069,4.0,1.0
G09_Y1_DX1_345,135.14617,2.96383,0.17405,4.0,1.0
G09_Y1_DX1_346,135.14271,2.94283,0.19335,4.0,1.0
G09_Y1_DX1_347,135.05967,2.70602,0.15362,4.0,1.0
G09_Y1_DX1_352,135.00508,2.73206,0.12785,4.0,1.0
G09_Y1_DX1_353,135.31571,2.98277,0.19224,4.0,1.0
G09_Y1_DX1_355,135.18779,2.96913,0.13863,4.0,1.0
G09_Y1_DX1_356,135.31238,2.96514,0.19506,4.0,1.0
G09_Y1_DX1_359,135.21654,2.85147,0.19175,4.0,1.0
G09_Y1_DX1_360,135.29183,2.94274,0.19255,4.0,1.0
G09_Y1_DX1_361,135.08988,2.72178,0.21702,4.0,1.0
G09_Y1_DX1_362,135.11583,2.76163,0.20338,4.0,1.0
G09_Y1_DX1_364,135.33125,2.82846,0.19204,4.0,1.0
G09_Y1_DX1_365,135.38046,2.90312,0.07085,4.0,1.0
G09_Y1_DX1_366,135.40688,2.87606,0.1911,4.0,1.0
G09_Y1_DX1_368,135.51354,2.92935,0.19996,4.0,1.0
G09_Y1_DX1_370,135.51196,2.90135,0.20031,4.0,1.0
G09_Y1_DX1_373,135.04762,2.6369,0.23376,4.0,1.0
G09_Y1_DX1_375,135.18725,2.69064,0.20005,4.0,1.0
G09_Y1_DX1_376,135.04717,2.6245,0.2004,4.0,0.9980000257492065
G09_Y1_DX1_378,135.35162,2.71693,0.1888,4.0,1.0
G09_Y1_DX1_379,135.55533,2.77499,0.10785,4.0,1.0
G09_Y1_DX1_380,135.11496,2.5839,0.20127,4.0,1.0
G09_Y1_DX1_381,135.05708,2.5948,0.20282,4.0,1.0
G09_Y1_DX1_383,134.84438,2.41521,0.31371,4.0,1.0
G09_Y1_DX1_384,135.22492,2.618,0.23663,4.0,1.0
G09_Y1_DX1_385,135.03192,2.55301,0.20221,4.0,1.0
G09_Y1_DX1_387,135.46275,2.64097,0.19058,4.0,1.0
G09_Y1_DX1_388,135.53567,2.63768,0.29269,4.0,1.0
G09_Y1_DX1_389,135.12354,2.56904,0.20072,4.0,1.0
G09_Y1_DX1_390,135.17758,2.56077,0.1073,4.0,1.0
G09_Y1_DX1_391,135.31637,2.51714,1.2E-4,4.0,1.0
G09_Y1_DX1_392,135.11754,2.50605,0.20151,4.0,1.0
G09_Y1_DX1_397,135.55863,2.54874,0.2004,4.0,1.0
G09_Y1_DX1_398,135.26696,2.49417,0.29306,4.0,1.0
G09_Y1_DX1_399,135.24946,2.50679,0.15811,4.0,1.0
G09_Y1_DX2_002,135.51958,2.45668,0.20491,4.0,1.0
G09_Y1_DX2_009,135.50133,2.40528,0.20356,4.0,1.0
G09_Y1_DX2_010,135.49713,2.3927,0.20638,4.0,1.0
G09_Y1_DX2_011,135.53883,2.37737,0.12403,4.0,1.0
G09_Y1_DX2_012,135.303,2.42302,0.23839,4.0,1.0
G09_Y1_DX2_013,135.54808,2.35118,0.20067,4.0,1.0
G09_Y1_DX2_014,135.13092,2.42696,0.23718,4.0,1.0
G09_Y1_DX2_015,135.07442,2.48193,0.20135,4.0,1.0
G09_Y1_DX2_016,135.57313,2.30502,0.2208,4.0,1.0
G09_Y1_DX2_017,135.55788,2.29384,0.15779,4.0,1.0
G09_Y1_DX2_018,135.50171,2.29685,0.20293,4.0,1.0
G09_Y1_DX2_021,135.10008,2.50751,0.20231,4.0,1.0
G09_Y1_DX2_025,135.45162,2.23483,0.12458,4.0,1.0
G09_Y1_DX2_026,135.55425,2.17986,0.15433,4.0,1.0
G09_Y1_DX2_027,135.22404,2.33101,0.20107,4.0,1.0
G09_Y1_DX2_028,135.28629,2.20586,0.1585,4.0,1.0
G09_Y1_DX2_032,135.18217,2.33205,0.16585,4.0,1.0
G09_Y1_DX2_034,135.48146,2.10457,0.10559,4.0,1.0
G09_Y1_DX2_035,135.56142,2.03358,0.1936,4.0,1.0
G09_Y1_DX2_036,135.41504,2.12679,0.20186,4.0,1.0
G09_Y1_DX2_037,135.26117,2.21439,0.23851,4.0,1.0
G09_Y1_DX2_038,135.53175,2.00522,0.05733,4.0,1.0
G09_Y1_DX2_039,135.50271,2.01391,0.40562,4.0,1.0
G09_Y1_DX2_040,135.07954,2.33487,0.0984,4.0,1.0
G09_Y1_DX2_042,135.45471,2.05109,0.21486,4.0,1.0
G09_Y1_DX2_043,135.031,2.30111,0.12382,4.0,1.0
G09_Y1_DX2_045,135.32937,2.03956,0.2007,4.0,1.0
G09_Y1_DX2_046,135.176,2.27955,0.21646,4.0,1.0
G09_Y1_DX2_047,135.29729,2.04888,0.2165,4.0,1.0
G09_Y1_DX2_048,135.0645,2.37767,0.21768,4.0,1.0
G09_Y1_DX2_053,135.05558,2.27344,0.12673,4.0,1.0
G09_Y1_DX2_054,135.06887,2.23894,0.34404,4.0,1.0
G09_Y1_DX2_056,134.90513,2.39437,0.27264,4.0,1.0
G09_Y1_DX2_057,135.08896,2.18678,0.15788,4.0,1.0
G09_Y1_DX2_058,135.05263,2.17799,0.15724,4.0,1.0
G09_Y1_DX2_059,135.06854,2.43487,0.2079,4.0,1.0
G09_Y1_DX2_060,134.98442,2.43902,0.12843,4.0,1.0
G09_Y1_DX2_064,135.00196,2.33448,0.27203,4.0,1.0
G09_Y1_DX2_065,135.04171,2.05201,0.21677,4.0,1.0
G09_Y1_DX2_066,134.971,2.27226,0.09836,4.0,1.0
G09_Y1_DX2_067,134.94854,2.29985,0.27393,4.0,1.0
G09_Y1_DX2_070,135.01967,2.39248,0.21541,4.0,1.0
G09_Y1_DX2_071,134.97604,2.05915,0.21804,4.0,0.9980000257492065
G09_Y1_DX2_072,135.01287,2.03991,0.21577,4.0,1.0
G09_Y1_DX2_074,135.00304,2.10125,0.21588,4.0,1.0
G09_Y1_DX2_075,134.97721,2.09304,0.20258,4.0,1.0
G09_Y1_DX2_076,135.03137,2.05452,0.21782,4.0,1.0
G09_Y1_DX2_078,134.90679,2.02058,0.1054,4.0,1.0
G09_Y1_DX2_079,134.98962,2.102,0.21591,4.0,1.0
G09_Y1_DX2_080,134.89258,2.22768,0.17576,4.0,1.0
G09_Y1_DX2_081,134.98075,2.02593,0.31784,4.0,1.0
G09_Y1_DX2_082,134.93858,2.01052,0.10325,4.0,1.0
G09_Y1_DX2_084,134.87275,2.3888,0.21532,4.0,1.0
G09_Y1_DX2_085,134.91458,2.0579,0.03481,4.0,1.0
G09_Y1_DX2_086,134.95487,2.14884,0.07169,4.0,1.0
G09_Y1_DX2_087,134.90325,2.00418,0.20112,4.0,1.0
G09_Y1_DX2_089,134.84537,2.33605,0.16522,4.0,1.0
G09_Y1_DX2_090,134.90642,2.35081,0.27603,4.0,1.0
G09_Y1_DX2_091,134.88263,2.01145,0.10384,4.0,1.0
G09_Y1_DX2_093,134.83787,2.13667,0.12603,4.0,1.0
G09_Y1_DX2_094,134.82617,2.12079,0.16527,4.0,1.0
G09_Y1_DX2_098,134.75713,2.47106,0.21417,4.0,1.0
G09_Y1_DX2_104,134.76858,2.08287,0.19013,4.0,1.0
G09_Y1_DX2_105,134.82692,2.49474,0.10266,4.0,1.0
G09_Y1_DX2_108,134.77958,2.36877,0.15297,4.0,1.0
G09_Y1_DX2_110,134.72879,2.10137,0.15167,4.0,1.0
G09_Y1_DX2_113,134.73013,2.4147,0.23811,4.0,1.0
G09_Y1_DX2_114,134.83083,2.42593,0.27145,4.0,1.0
G09_Y1_DX2_115,134.75217,2.43309,0.18974,4.0,1.0
G09_Y1_DX2_116,134.69483,2.10478,0.15282,4.0,1.0
G09_Y1_DX2_120,134.53808,2.24851,0.19975,4.0,1.0
G09_Y1_DX2_121,134.53996,2.20332,0.23873,4.0,1.0
G09_Y1_DX2_122,134.65112,2.07077,0.25144,4.0,1.0
G09_Y1_DX2_123,134.68242,2.33537,0.11108,4.0,1.0
G09_Y1_DX2_126,134.56429,2.21473,0.15912,4.0,1.0
G09_Y1_DX2_127,134.69938,2.30973,4.1E-4,4.0,1.0
G09_Y1_DX2_129,134.68058,2.22351,0.00806,4.0,0.9990000128746033
G09_Y1_DX2_130,134.52821,2.22318,0.15939,4.0,1.0
G09_Y1_DX2_131,134.62454,2.18392,0.20092,4.0,1.0
G09_Y1_DX2_132,134.45483,2.04946,0.19717,4.0,1.0
G09_Y1_DX2_133,134.60671,2.19512,0.20129,4.0,1.0
G09_Y1_DX2_134,134.44237,2.04648,0.19014,4.0,1.0
G09_Y1_DX2_136,134.54713,2.10405,0.05196,4.0,1.0
G09_Y1_DX2_137,134.41725,2.00806,0.19719,4.0,1.0
G09_Y1_DX2_138,134.58758,2.21863,0.19992,4.0,1.0
G09_Y1_DX2_139,134.54933,2.37351,0.27303,4.0,1.0
G09_Y1_DX2_140,134.42333,2.24319,0.11252,4.0,1.0
G09_Y1_DX2_141,134.39463,2.1621,0.19947,4.0,1.0
G09_Y1_DX2_142,134.32733,2.07376,0.18998,4.0,1.0
G09_Y1_DX2_145,134.41204,2.15001,0.20025,4.0,1.0
G09_Y1_DX2_146,134.57142,2.38199,0.27269,4.0,1.0
G09_Y1_DX2_147,134.38213,2.20236,0.15763,4.0,1.0
G09_Y1_DX2_148,134.43633,2.12752,0.20017,4.0,1.0
G09_Y1_DX2_149,134.46475,2.16706,0.20001,4.0,1.0
G09_Y1_DX2_151,134.48525,2.19962,0.20056,4.0,1.0
G09_Y1_DX2_152,134.61533,2.21531,0.15811,4.0,1.0
G09_Y1_DX2_153,134.30592,2.05483,0.17261,4.0,1.0
G09_Y1_DX2_156,134.59175,2.34445,0.11084,4.0,1.0
G09_Y1_DX2_157,134.20567,2.03906,0.21178,4.0,1.0
G09_Y1_DX2_158,134.27492,2.10969,0.2544,4.0,1.0
G09_Y1_DX2_159,134.27483,2.15682,0.25213,4.0,1.0
G09_Y1_DX2_161,134.36217,2.19546,0.34123,4.0,1.0
G09_Y1_DX2_163,134.08267,2.08281,0.2117,4.0,1.0
G09_Y1_DX2_164,134.43375,2.29343,0.31846,4.0,1.0
G09_Y1_DX2_165,134.6185,2.36914,0.27236,4.0,1.0
G09_Y1_DX2_167,133.99054,2.04309,0.2417,4.0,1.0
G09_Y1_DX2_168,134.30283,2.27959,0.27116,4.0,0.9980000257492065
G09_Y1_DX2_169,134.18246,2.21288,0.1243,4.0,0.9990000128746033
G09_Y1_DX2_170,134.11383,2.18812,0.21307,4.0,1.0
G09_Y1_DX2_171,134.02263,2.184,0.11154,4.0,1.0
G09_Y1_DX2_172,134.00075,2.13359,0.19389,4.0,1.0
G09_Y1_DX2_173,133.99779,2.18788,0.12549,4.0,1.0
G09_Y1_DX2_174,134.02208,2.16294,0.19491,4.0,1.0
G09_Y1_DX2_176,133.879,2.14091,0.19704,4.0,1.0
G09_Y1_DX2_178,134.11783,2.26442,0.2114,4.0,0.9990000128746033
G09_Y1_DX2_179,134.164,2.22814,0.19657,4.0,1.0
G09_Y1_DX2_182,133.79421,2.22297,0.19563,4.0,1.0
G09_Y1_DX2_184,134.58713,2.66488,0.19185,4.0,1.0
G09_Y1_DX2_186,134.10892,2.30464,0.12477,4.0,1.0
G09_Y1_DX2_188,134.22471,2.39861,0.19597,4.0,1.0
G09_Y1_DX2_189,134.03554,2.37317,0.25113,4.0,1.0
G09_Y1_DX2_190,134.28354,2.43202,0.23852,4.0,1.0
G09_Y1_DX2_191,133.93237,2.38604,0.28248,4.0,1.0
G09_Y1_DX2_194,133.88163,2.41839,0.17196,4.0,1.0
G09_Y1_DX2_195,134.15346,2.4674,0.25186,4.0,1.0
G09_Y1_DX2_196,134.49367,2.41001,0.2157,4.0,1.0
G09_Y1_DX2_197,134.24075,2.40712,0.19498,4.0,1.0
G09_Y1_DX2_198,134.097,2.49636,0.19807,4.0,0.9990000128746033
G09_Y1_DX2_199,134.174,2.51406,0.19739,4.0,1.0
G09_Y1_DX2_201,133.88204,2.51913,0.31958,4.0,1.0
G09_Y1_DX2_202,134.05917,2.52756,0.21004,4.0,1.0
G09_Y1_DX2_203,133.80354,2.55681,0.19538,4.0,1.0
G09_Y1_DX2_204,134.73337,2.48692,0.11355,4.0,1.0
G09_Y1_DX2_205,134.71054,2.46543,0.2134,4.0,1.0
G09_Y1_DX2_207,133.88175,2.60555,0.28118,4.0,1.0
G09_Y1_DX2_208,134.26067,2.57584,0.20207,4.0,1.0
G09_Y1_DX2_209,134.09946,2.61,0.21578,4.0,1.0
G09_Y1_DX2_210,134.37708,2.49172,0.19637,4.0,1.0
G09_Y1_DX2_211,134.49117,2.54312,0.19345,4.0,1.0
G09_Y1_DX2_212,134.48537,2.58761,0.34607,4.0,1.0
G09_Y1_DX2_213,133.94692,2.68474,0.12782,4.0,1.0
G09_Y1_DX2_216,134.66767,2.43572,0.10939,4.0,1.0
G09_Y1_DX2_217,134.42171,2.60478,0.19466,4.0,1.0
G09_Y1_DX2_219,134.31025,2.73445,0.20237,4.0,0.996999979019165
G09_Y1_DX2_220,134.14258,2.703,0.3039,4.0,1.0
G09_Y1_DX2_221,134.27687,2.66459,0.0133,4.0,1.0
G09_Y1_DX2_222,134.01217,2.73893,0.25503,4.0,1.0
G09_Y1_DX2_223,134.29371,2.68106,0.17219,4.0,1.0
G09_Y1_DX2_225,134.69158,2.39085,0.10288,4.0,1.0
G09_Y1_DX2_226,133.91033,2.89322,0.22062,4.0,1.0
G09_Y1_DX2_227,134.23967,2.75725,0.12707,4.0,1.0
G09_Y1_DX2_228,133.97237,2.8916,0.11393,4.0,1.0
G09_Y1_DX2_229,134.15004,2.82678,0.20429,4.0,1.0
G09_Y1_DX2_230,134.04337,2.85798,0.20954,4.0,1.0
G09_Y1_DX2_232,134.11283,2.88208,0.33033,4.0,1.0
G09_Y1_DX2_233,134.15012,2.87827,0.26167,4.0,1.0
G09_Y1_DX2_234,134.12938,2.90825,0.12467,4.0,1.0
G09_Y1_DX2_236,134.11987,2.94667,0.20467,4.0,1.0
G09_Y1_DX2_237,134.40554,2.70538,0.20254,4.0,1.0
G09_Y1_DX2_240,134.47896,2.72926,0.20276,4.0,1.0
G09_Y1_DX2_243,134.514,2.73526,0.20084,4.0,1.0
G09_Y1_DX2_246,134.50892,2.67304,0.26307,4.0,1.0
G09_Y1_DX2_252,134.47513,2.87089,0.20382,4.0,1.0
G09_Y1_DX2_254,134.60008,2.51361,0.27476,4.0,1.0
G09_Y1_DX2_257,134.50554,2.77789,0.21659,4.0,1.0
G09_Y1_DX2_258,134.39812,2.99264,0.30203,4.0,1.0
G09_Y1_DX2_260,134.49779,2.85109,0.2027,4.0,1.0
G09_Y1_DX2_262,134.5505,2.92545,0.21728,4.0,1.0
G09_Y1_DX2_264,134.53192,2.93042,0.24923,4.0,1.0
G09_Y1_DX2_265,134.60563,2.77819,0.25018,4.0,1.0
G09_Y1_DX2_266,134.52271,2.97836,0.19862,4.0,1.0
G09_Y1_DX2_267,134.80867,2.57949,0.09477,4.0,1.0
G09_Y1_DX2_269,134.58371,2.93654,0.20216,4.0,1.0
G09_Y1_DX2_270,134.48908,2.92937,0.08784,4.0,1.0
G09_Y1_DX2_271,134.72121,2.54974,0.35358,4.0,1.0
G09_Y1_DX2_276,134.53592,2.72225,0.19152,4.0,1.0
G09_Y1_DX2_280,134.756,2.70242,0.27741,4.0,1.0
G09_Y1_DX2_281,134.68758,2.83525,0.07105,4.0,1.0
G09_Y1_DX2_282,134.84521,2.68271,0.16522,4.0,1.0
G09_Y1_DX2_287,134.74738,2.75357,0.23152,4.0,1.0
G09_Y1_DX2_288,134.72837,2.74072,0.19216,4.0,1.0
G09_Y1_DX2_289,134.82788,2.76126,0.30696,4.0,1.0
G09_Y1_DX2_291,134.83454,2.81371,0.23741,4.0,1.0
G09_Y1_DX2_293,134.8005,2.74029,0.19949,4.0,1.0
G09_Y1_DX2_294,134.828,2.87224,0.12362,4.0,1.0
G09_Y1_DX2_297,134.74483,2.84592,0.19005,4.0,1.0
G09_Y1_DX2_299,134.811,2.66427,0.11383,4.0,1.0
G09_Y1_DX2_303,134.81454,2.9873,0.19221,4.0,1.0
G09_Y1_DX2_304,134.73267,2.90281,0.19491,4.0,1.0
G09_Y1_DX2_305,134.96633,2.85632,0.10903,4.0,1.0
G09_Y1_DX2_307,134.85362,2.76852,0.12402,4.0,1.0
G09_Y1_DX2_308,134.85279,2.90289,0.12774,4.0,1.0
G09_Y1_DX2_309,134.86571,2.82432,0.23442,4.0,1.0
G09_Y1_DX2_310,134.90188,2.60093,0.13988,4.0,1.0
G09_Y1_DX2_311,134.90217,2.99303,0.19728,4.0,1.0
G09_Y1_DX2_312,134.91413,2.98589,0.19736,4.0,1.0
G09_Y1_DX2_315,135.00683,2.97613,0.19408,4.0,1.0
G09_Y1_DX2_316,134.9135,2.87113,0.2002,4.0,1.0
G09_Y1_DX2_317,134.90921,2.89378,0.19913,4.0,1.0
G09_Y1_DX2_318,135.01612,2.86431,0.12473,4.0,1.0
G09_Y1_DX2_319,134.81867,2.97389,0.1539,4.0,1.0
G09_Y1_DX2_320,134.92771,2.83208,0.10945,4.0,1.0
G09_Y1_DX2_321,134.88796,2.77093,0.13956,4.0,0.9940000176429749
G09_Y1_DX2_322,134.97604,2.79212,0.20042,4.0,1.0
G09_Y1_DX2_323,134.97946,2.9815,0.13833,4.0,1.0
G09_Y1_DX2_324,134.96733,2.92817,0.19517,4.0,1.0
G09_Y1_DX2_325,135.02179,2.99834,0.24042,4.0,1.0
G09_Y1_DX2_327,134.88529,2.63616,0.14034,4.0,1.0
G09_Y1_DX2_328,134.98542,2.90359,0.12712,4.0,1.0
G09_Y1_DX2_330,135.08892,2.93219,0.30431,4.0,1.0
G09_Y1_DX2_331,134.94483,2.69411,0.23282,4.0,1.0
G09_Y1_DX2_332,135.11875,2.83161,0.15428,4.0,1.0
G09_Y1_DX2_333,135.05738,2.96769,0.1928,4.0,1.0
G09_Y1_DX2_334,135.04967,2.93097,0.1908,4.0,1.0
G09_Y1_DX2_336,135.13538,2.94638,0.14042,4.0,1.0
G09_Y1_DX2_337,135.04579,2.82942,0.20135,4.0,1.0
G09_Y1_DX2_338,135.15246,2.95905,0.19953,4.0,1.0
G09_Y1_DX2_339,135.11046,2.95424,0.30762,4.0,1.0
G09_Y1_DX2_341,135.15775,2.90728,0.19357,4.0,1.0
G09_Y1_DX2_342,135.02629,2.83937,0.11721,4.0,1.0
G09_Y1_DX2_343,135.19992,2.99251,0.19226,4.0,1.0
G09_Y1_DX2_344,135.10254,2.85736,0.29148,4.0,1.0
G09_Y1_DX2_347,135.22517,2.99186,0.11655,4.0,1.0
G09_Y1_DX2_348,135.19579,2.86824,0.11151,4.0,1.0
G09_Y1_DX2_349,135.1315,2.83863,0.23839,4.0,1.0
G09_Y1_DX2_352,135.15346,2.89022,0.10097,4.0,1.0
G09_Y1_DX2_353,135.05092,2.65298,0.20047,4.0,1.0
G09_Y1_DX2_354,135.30579,2.97059,0.19047,4.0,1.0
G09_Y1_DX2_355,135.03242,2.69649,0.20059,4.0,1.0
G09_Y1_DX2_356,135.0805,2.77326,0.20024,4.0,0.996999979019165
G09_Y1_DX2_357,135.29071,2.94964,0.19412,4.0,1.0
G09_Y1_DX2_360,135.00517,2.66663,0.19757,4.0,1.0
G09_Y1_DX2_361,135.19162,2.76522,0.22633,4.0,1.0
G09_Y1_DX2_362,135.41679,2.88798,0.18814,4.0,1.0
G09_Y1_DX2_363,135.45358,2.93504,0.18936,4.0,1.0
G09_Y1_DX2_365,135.50779,2.93712,0.28698,4.0,1.0
G09_Y1_DX2_366,135.48858,2.91473,0.29054,4.0,1.0
G09_Y1_DX2_367,135.39592,2.83924,0.31515,4.0,1.0
G09_Y1_DX2_368,135.16062,2.69349,0.23491,4.0,1.0
G09_Y1_DX2_369,135.18746,2.69713,0.1992,4.0,1.0
G09_Y1_DX2_370,135.14838,2.64927,0.20187,4.0,1.0
G09_Y1_DX2_371,135.34221,2.76911,0.20131,4.0,1.0
G09_Y1_DX2_372,135.04454,2.61771,0.20074,4.0,1.0
G09_Y1_DX2_373,135.27308,2.73353,0.10805,4.0,1.0
G09_Y1_DX2_374,135.5525,2.83377,0.29189,4.0,1.0
G09_Y1_DX2_376,135.49738,2.78449,0.20128,4.0,1.0
G09_Y1_DX2_377,135.24675,2.59361,0.15283,4.0,1.0
G09_Y1_DX2_378,134.99912,2.56833,0.20057,4.0,1.0
G09_Y1_DX2_379,135.05113,2.59794,0.20131,4.0,1.0
G09_Y1_DX2_380,135.01504,2.63475,0.12837,4.0,1.0
G09_Y1_DX2_382,135.53054,2.71439,0.24969,4.0,1.0
G09_Y1_DX2_383,135.12375,2.57137,0.12964,4.0,1.0
G09_Y1_DX2_384,134.958,2.56981,0.09123,4.0,1.0
G09_Y1_DX2_387,135.40842,2.62145,0.19099,4.0,1.0
G09_Y1_DX2_388,135.43929,2.59346,0.16956,4.0,1.0
G09_Y1_DX2_389,135.21633,2.50057,0.1299,4.0,0.9990000128746033
G09_Y1_DX2_390,135.25792,2.57624,0.19913,4.0,1.0
G09_Y1_DX2_391,135.55788,2.54759,0.2008,4.0,1.0
G09_Y1_DX2_393,135.55829,2.58842,0.27436,4.0,1.0
G09_Y1_DX2_395,135.00546,2.53133,0.20142,4.0,1.0
G09_Y1_DX2_398,135.40292,2.52026,0.20129,4.0,1.0
G09_Y1_DX2_399,135.55871,2.53882,0.13088,4.0,1.0
G09_Y1_EN1_002,135.57708,1.24724,0.13084,4.0,1.0
G09_Y1_EN1_003,135.58563,1.22795,0.09701,4.0,1.0
G09_Y1_EN1_005,135.53296,1.22762,0.13107,4.0,1.0
G09_Y1_EN1_006,135.22842,1.25202,0.25036,4.0,1.0
G09_Y1_EN1_007,135.24025,1.23343,0.25365,4.0,1.0
G09_Y1_EN1_008,135.08958,1.20957,0.20689,4.0,1.0
G09_Y1_EN1_009,135.21908,1.21322,0.15719,4.0,1.0
G09_Y1_EN1_010,135.63017,1.23729,0.13194,4.0,1.0
G09_Y1_EN1_011,135.58346,1.14653,0.22164,4.0,1.0
G09_Y1_EN1_012,135.43713,1.16424,0.14822,4.0,1.0
G09_Y1_EN1_013,135.24983,1.26863,0.25082,4.0,1.0
G09_Y1_EN1_014,135.50088,1.13437,0.19181,4.0,1.0
G09_Y1_EN1_016,135.56033,1.11629,0.05273,4.0,1.0
G09_Y1_EN1_017,135.57004,1.13161,0.11354,4.0,1.0
G09_Y1_EN1_018,135.58838,1.0957,0.19949,4.0,1.0
G09_Y1_EN1_019,135.1405,1.1715,0.09064,4.0,1.0
G09_Y1_EN1_020,135.47329,1.07908,0.11341,4.0,1.0
G09_Y1_EN1_021,135.44154,1.11145,0.255,4.0,1.0
G09_Y1_EN1_022,135.57729,1.04185,0.31285,4.0,1.0
G09_Y1_EN1_027,135.42679,1.0769,0.1984,4.0,1.0
G09_Y1_EN1_029,135.47333,1.0309,0.11366,4.0,1.0
G09_Y1_EN1_030,135.33846,1.06418,0.11304,4.0,1.0
G09_Y1_EN1_031,135.477,1.01768,0.19856,4.0,1.0
G09_Y1_EN1_033,135.57063,0.94908,0.20581,4.0,1.0
G09_Y1_EN1_034,135.42754,1.01428,0.31435,4.0,1.0
G09_Y1_EN1_038,135.46329,0.96322,0.19867,4.0,1.0
G09_Y1_EN1_042,135.31379,0.87624,0.2864,4.0,1.0
G09_Y1_EN1_044,135.5805,0.79801,0.21568,4.0,1.0
G09_Y1_EN1_045,135.31771,1.01187,0.31474,4.0,1.0
G09_Y1_EN1_046,135.24946,1.05354,0.24997,4.0,1.0
G09_Y1_EN1_048,135.43567,0.83563,0.33594,4.0,1.0
G09_Y1_EN1_052,135.52608,0.74509,0.31575,4.0,1.0
G09_Y1_EN1_054,135.64904,0.55281,0.29842,4.0,1.0
G09_Y1_EN1_055,135.61288,0.58091,0.14902,4.0,1.0
G09_Y1_EN1_056,135.43221,0.77732,0.18553,4.0,1.0
G09_Y1_EN1_057,135.35096,0.84016,0.312,4.0,1.0
G09_Y1_EN1_058,135.57271,0.55746,0.30821,4.0,1.0
G09_Y1_EN1_059,135.32346,0.8603,0.19737,4.0,1.0
