objid,RA,DEC,Z,nQ,PROB
1237674459876229749,136.05037316047398,-0.5643397152262869,0.49292836,6.0,2.0
1237674459876426728,136.53835934268128,-0.2788771794642878,0.4978807,6.0,2.0
1237674459877016248,137.57466941327084,0.44951611876276676,0.47215945,6.0,2.0
1237674459877474940,138.52285052601405,0.8528811110551815,0.58110946,6.0,2.0
1237674459877540495,138.68176694502984,0.944867999902495,0.5017488,6.0,2.0
1237674459877605508,138.84325207852422,1.0959700414209943,0.510431,6.0,2.0
1237674459877802831,139.17033513705917,1.2387125966489743,0.56898594,6.0,2.0
1237674459879375259,142.1850612795022,3.257387079940749,0.4950882,6.0,2.0
1237674459879571838,142.58049942863624,3.465066478252695,0.5499998,6.0,2.0
1237674460412248916,134.2065115148621,-1.2072350551526219,0.58118844,6.0,2.0
1237674460412314492,134.37511978748537,-1.064472324528932,0.46659216,6.0,2.0
1237674460412969179,135.59900706029617,-0.27769273398250566,0.19636898,6.0,2.0
1237674460413494235,136.5963868102233,0.2924238388128418,0.63714653,6.0,2.0
1237674460413559427,136.78098181850254,0.27785334200417283,0.48022345,6.0,2.0
1237674460413690608,137.0640686241978,0.49428841807131335,0.60087645,6.0,2.0
1237674460414608491,138.93431767399707,1.601957622978957,0.5974187,6.0,2.0
1237674460414804928,139.3151688952942,1.836752824568476,0.59901696,6.0,2.0
1237674460414870056,139.36490789993096,1.9252873147925653,0.5513768,6.0,2.0
1237674460415721854,141.02290273396403,2.9568540434248556,0.5467458,6.0,2.0
1237674460416507985,142.5137845677424,3.941486762248718,0.32665062,6.0,2.0
1237674460416704708,142.95012437101045,4.012605248745321,0.072653614,6.0,2.0
1237674460416836271,143.14915637983873,4.290510099707588,0.5208191,6.0,2.0
1237674460417032863,143.53322102614464,4.516334527645464,0.5556146,6.0,2.0
1237674460417228938,143.9187110838305,4.698740634022747,0.19885138,6.0,2.0
1237674460417491474,144.5143640069449,4.924830580137585,0.56213737,6.0,2.0
1237674460417556612,144.56255312152436,5.06854457216516,0.11311134,6.0,2.0
1237674460417556686,144.6405739117472,5.160922841644088,0.25238895,6.0,2.0
1237674460417687732,144.84078938845934,5.265668533997707,0.08808162,6.0,2.0
1237674460949185115,134.10334030490898,-0.7713635949472757,0.4655353,6.0,2.0
1237674460949315979,134.3308461544743,-0.4974564036793378,0.6267833,6.0,2.0
1237674460949644281,135.07167135914494,-0.12825757794450446,0.4698101,6.0,2.0
1237674460950626866,136.92425009435456,0.9281454600786826,0.43020234,6.0,2.0
1237674460952264990,140.22263160858873,2.8709665495995127,0.5201123,6.0,2.0
1237674460952658001,140.97425874057348,3.3779551807355714,0.3122688,6.0,2.0
1237674460952854759,141.29117658711644,3.6270395287298145,0.09549965,6.0,2.0
1237674460953444724,142.4570308412964,4.214934922993103,0.5326176,6.0,2.0
1237674460953510154,142.66046512703312,4.346861160737942,0.058137283,6.0,2.0
1237674460954361988,144.35351314961196,5.335839504282922,0.1353034,6.0,2.0
1237674460954427875,144.3986698786179,5.427077419516148,0.48195794,6.0,2.0
1237674460954756029,144.97602370453322,5.877418765956543,0.6142475,6.0,2.0
1237674461485597628,133.0288159139632,-0.8495073951979724,0.6561827,6.0,2.0
1237674461487432495,136.52877201851314,1.3102964396422248,0.37949342,6.0,2.0
1237674461489660200,141.04676656225325,3.8528019520069385,0.07496652,6.0,2.0
1237674461489791377,141.1863534461193,4.091844809227685,0.4612873,6.0,2.0
1237674461489922355,141.5412702177644,4.2083190717865655,0.12705311,6.0,2.0
1237674461490054136,141.81970050229296,4.3517984747964285,0.49801698,6.0,2.0
1237661064405320381,124.74105142555355,5.671594534513679,0.10737784,6.0,2.0
1237661064405451238,125.00241711437037,5.844778710242043,0.1367364,6.0,2.0
1237661064405582341,125.31093923156928,5.792029546630108,0.07957974,6.0,2.0
1237661064405844363,125.83923044804818,5.971966349221302,0.08426891,6.0,2.0
1237661064405845065,125.88804994150065,5.951629097448331,0.5547842,6.0,2.0
1237661064406041565,126.29294872447821,6.052952331159297,0.48599967,6.0,2.0
1237661064406303632,126.89072760462409,6.196814909365209,0.43010622,6.0,2.0
1237661064406500268,127.38501618384853,6.222057539975314,0.47678173,6.0,2.0
1237661064406958971,128.3920698867343,6.452436387093701,0.3884396,6.0,2.0
1237661064407482928,129.64417868109635,6.585588169438437,0.40577245,6.0,2.0
1237661064407613882,129.9290550803999,6.782619920812764,0.27795964,6.0,2.0
1237661064408007018,130.83532780928306,6.89672698710013,0.13449317,6.0,2.0
1237661064941404676,122.8022814929341,5.8279201530445,0.07146419,6.0,2.0
1237661064941864085,123.89835978908008,6.060628232827423,0.48849297,6.0,2.0
1237661064942584743,125.47644544923395,6.200303817715337,0.6127956,6.0,2.0
1237661064942649467,125.66160269690906,6.235121778409196,0.053172857,6.0,2.0
1237661064942715283,125.78870126412815,6.268511643818224,0.0856287,6.0,2.0
1237661064943043614,126.52993237692408,6.544614065033057,0.49957386,6.0,2.0
1237661064943109049,126.64346914800893,6.507642138359711,0.47267047,6.0,2.0
1237661064943502286,127.59897508838426,6.630630841749117,0.3699722,6.0,2.0
1237661064943763694,128.1288071800862,6.797423758437568,0.2092648,6.0,2.0
1237661064943763818,128.22158689118513,6.72130222848114,0.14753504,6.0,2.0
1237661064944025886,128.69465622587356,6.961960669476302,0.38470772,6.0,2.0
1237661065477621563,121.34177569960052,5.92577947969818,0.7953522,6.0,2.0
1237661065478537780,123.33453620230205,6.348818443138917,0.110336766,6.0,2.0
1237661065478800599,123.94154542751522,6.541859422508785,0.3173105,6.0,2.0
1237661065479193117,124.88189260070585,6.668473058462773,0.08727287,6.0,2.0
1237661065479979435,126.61373956836638,6.95808424576956,0.5336859,6.0,2.0
1237661066015146021,122.63197486784638,6.613616140483991,0.5084462,6.0,2.0
1237661066551755458,122.0595731307982,6.836487550099085,0.09739709,6.0,2.0
1237661068161516113,120.65327613074547,5.5275180863987305,0.6171716,6.0,2.0
1237661068162499150,122.78313339032857,6.035201953625417,0.050164513,6.0,2.0
1237661068163154178,124.27166072922944,6.327611009255733,0.53932285,6.0,2.0
1237661068163416655,124.87055653620213,6.399574095021533,0.0796785,6.0,2.0
1237661068163547834,125.123196547149,6.447490786116261,0.23499742,6.0,2.0
1237661068163613744,125.2782809174538,6.585497682064463,0.57596695,6.0,2.0
1237661068163743831,125.5456707296648,6.632020444327421,0.08327118,6.0,2.0
1237661068163810069,125.69728747725361,6.621572287783,0.36797208,6.0,2.0
1237661068163876115,125.96926427051886,6.59678806772112,0.4689682,6.0,2.0
1237661068164006885,126.21421470617139,6.643064672642305,0.56441987,6.0,2.0
1237661068164530990,127.35286861306892,6.968917827366653,0.50736696,6.0,2.0
1237661068698780618,121.46165209292586,6.0847202827354785,0.219306,6.0,2.0
1237661068699043332,122.03218574867532,6.243315385578987,0.6537966,6.0,2.0
1237661068699566521,123.11674051292968,6.549522251231068,0.11014899,6.0,2.0
1237661068699633473,123.31959280059277,6.541052061147182,0.53740096,6.0,2.0
1237661068700025278,124.11727084737163,6.7300563851419595,0.12524208,6.0,2.0
1237661068700090839,124.27359293362345,6.690324759620473,0.1259371,6.0,2.0
1237661068700157423,124.53013488040666,6.851038704522333,0.47667244,6.0,2.0
1237661068700549965,125.39763541933465,6.913983921829406,0.41801742,6.0,2.0
1237661069235716719,121.4088212404903,6.385832347457982,0.099582605,6.0,2.0
1237661069236175081,122.46111238403816,6.714500110686145,0.050877105,6.0,2.0
1237661069236699945,123.69220330791924,6.913621711898177,0.1126759,6.0,2.0
1237661069236830271,123.90205831748467,6.973564144496103,0.13608596,6.0,2.0
1237661069772129447,120.2773960707047,6.558486561809325,0.39380872,6.0,2.0
1237661069772457647,121.07526974001257,6.859185807922046,0.56677884,6.0,2.0
1237664285092546394,120.43569251531498,5.552445820111986,0.6471501,6.0,2.0
1237664285093855956,123.3067378873062,6.20659837564433,0.16741559,6.0,2.0
1237664285093921383,123.4352565113441,6.2058090422742955,0.3215385,6.0,2.0
1237664285629285492,120.090083231457,5.843610666250322,0.3766529,6.0,2.0
1237664285629481469,120.51871863912689,5.959908786707693,0.18394373,6.0,2.0
1237664285630334370,122.41353663367698,6.436891064817872,0.3940781,6.0,2.0
1237664285630595281,122.98224812609087,6.548888195418961,0.16095567,6.0,2.0
1237664285630661789,123.08901215076352,6.559823505305541,0.5450578,6.0,2.0
1237671122680546850,121.17824855180857,6.620419589495447,0.6137136,6.0,2.0
1237673708259508629,141.38502885630137,2.3128938251830564,0.34436712,6.0,2.0
1237673708259967413,142.1539432919564,2.842412154485167,0.24711725,6.0,2.0
1237673708794479286,137.34457665776566,0.42831791047556206,0.6585987,6.0,2.0
1237658492261957853,139.91436669092346,6.7328450878959645,0.07854236,6.0,2.0
1237658492262351165,140.92593278359288,6.851903747864241,0.08130883,6.0,2.0
1237658492262416896,140.94841712395174,6.807519642842213,0.5907473,6.0,2.0
1237658492793913719,128.66359977239787,5.757265160070762,0.04627293,6.0,2.0
1237658492793979917,128.92976025817836,5.6531734238576385,0.44957477,6.0,2.0
1237658492794306894,129.53963474713743,5.758069280525642,0.3034386,6.0,2.0
1237658492794765873,130.58049710759065,5.983471496519565,0.5259284,6.0,2.0
1237658492794830980,130.81660640021255,6.0757446225672584,0.07796318,6.0,2.0
1237658492795421405,132.189180719218,6.188591345683435,0.3843241,6.0,2.0
1237658492795486525,132.21785055489067,6.094972940558727,0.31997386,6.0,2.0
1237658492796076617,133.56638174464678,6.436081018607391,0.5756709,6.0,2.0
1237658492796731740,135.0386525154716,6.564232425203627,0.51986235,6.0,2.0
1237658492796994128,135.75525377374726,6.588430523771022,0.49095312,6.0,2.0
1237658492797518324,136.84402323189784,6.872130679391102,0.50008607,6.0,2.0
1237658493332423323,132.3658494621741,6.554034911884288,0.50175416,6.0,2.0
1237658493332816284,133.2527858602393,6.688003612491892,0.14652665,6.0,2.0
1237658493332947345,133.49020805529045,6.769128987066278,0.7388027,6.0,2.0
1237658493333209704,134.2094572464648,6.865814987406352,0.52510864,6.0,2.0
1237658493333405954,134.5912698042448,6.886851242501519,0.35094145,6.0,2.0
1237660411036565925,131.79332542598632,5.1645233805810635,0.14577049,6.0,2.0
1237660411037089880,132.98312777426247,5.330160413947168,0.57192165,6.0,2.0
1237660411038270402,135.68229524620813,5.594536342026308,0.66519797,6.0,2.0
1237660411038859324,136.9797255963512,5.790045991758419,0.16105653,6.0,2.0
1237660411569243723,122.21725130097249,4.10565337090613,0.5983052,6.0,2.0
1237660411569701816,123.22968248367894,4.2273786856049576,0.45897648,6.0,2.0
1237660411569963085,123.82457996537674,4.415175986920626,0.5734129,6.0,2.0
1237660411573633327,132.21393181109872,5.637994707769736,0.09660484,6.0,2.0
1237660411574158036,133.3830815027873,5.8012869188347205,0.49111813,6.0,2.0
1237660411574289204,133.7165849899002,5.791232600037654,0.49004036,6.0,2.0
1237660411575009923,135.32519778126954,5.992048894027262,0.434531,6.0,2.0
1237660411575206600,135.78711670583667,5.972900010488251,0.58379656,6.0,2.0
1237660411577172326,140.26008550669152,6.714400978152532,0.07830608,6.0,2.0
1237660411578155145,142.5257636025771,6.88214511548632,0.09082655,6.0,2.0
1237660411578155198,142.43400777878614,6.849002130264114,0.20999885,6.0,2.0
1237660412106638804,123.40067742382134,4.698654476185008,0.61444134,6.0,2.0
1237660412106768982,123.6898013439974,4.795713985592975,0.53665406,6.0,2.0
1237660412106966390,124.15925314189506,4.750793522205043,0.56990385,6.0,2.0
1237660412107097294,124.452740416735,4.932129534910218,0.72124785,6.0,2.0
1237660412107686996,125.72393321525345,5.075467518118738,0.37430865,6.0,2.0
1237660412107752531,125.93665173892968,5.00807606243764,0.2466417,6.0,2.0
1237660412109848904,130.70765865250337,5.781941723890332,0.1865182,6.0,2.0
1237660412111159943,133.59730912419568,6.158464980555132,0.42465857,6.0,2.0
1237660412111225570,133.79835717667436,6.114210635843736,0.45626515,6.0,2.0
1237660412111684212,134.82756163310503,6.400486829346153,0.6174708,6.0,2.0
1237660412112142732,135.90895731473512,6.39340180778918,0.11679113,6.0,2.0
1237660412112273896,136.10985915889455,6.5675410582292,0.47179762,6.0,2.0
1237660412112274096,136.19252684755463,6.542232419645527,0.5342672,6.0,2.0
1237660412112405523,136.4694865286311,6.648247665275203,0.5122271,6.0,2.0
1237660412112470803,136.6536820989425,6.673462513183113,0.49766546,6.0,2.0
1237660412112732334,137.21281924033522,6.675746480487832,0.12298069,6.0,2.0
1237660412112864137,137.54964173838354,6.633030124550609,0.46186224,6.0,2.0
1237660412643116874,122.46891503163452,5.0021639737669625,0.5309352,6.0,2.0
1237660412647309725,131.95879467654066,6.359160734381213,0.086365275,6.0,2.0
1237660412647637490,132.65776592290445,6.400861510453185,0.54958546,6.0,2.0
1237660412647768742,132.9669834927936,6.459619772888739,0.6044116,6.0,2.0
1237660412647899162,133.22825379588224,6.452307617430546,0.05146311,6.0,2.0
1237660412647899983,133.30450787286918,6.641212614092783,0.6011143,6.0,2.0
1237660412648227344,133.94968758726407,6.609398772289845,0.49880877,6.0,2.0
1237660412649144554,136.13921355185622,6.964500021074847,0.078311205,6.0,2.0
1237660413179920652,122.23951410005695,5.360583015562145,0.030555166,6.0,2.0
1237660413180249520,122.94054231251857,5.5130461127882935,0.6228712,6.0,2.0
1237660413180510870,123.44075848962655,5.628511916488348,0.53937876,6.0,2.0
1237660413182607890,128.2280714992496,6.250466269173082,0.3724279,6.0,2.0
1237660413183197581,129.62436516293477,6.505751537481741,0.67070645,6.0,2.0
1237660413183853340,131.15032646497605,6.622808797982392,0.49365544,6.0,2.0
1237660413184246023,131.96204982674845,6.790190660530313,0.14454018,6.0,2.0
1237660413184442796,132.49279398922798,6.847073647521639,0.28561297,6.0,2.0
1237660413719216901,127.63307469018169,6.578763008557331,0.41566566,6.0,2.0
1237660668730802780,124.69893139180367,5.088217451161655,0.35855928,6.0,2.0
1237673708795200193,138.70186127248442,1.4113807063412935,0.64493763,6.0,2.0
1237673708795659034,139.6843776887513,1.8304302224250921,0.47990987,6.0,2.0
1237673708796052306,140.46326039237863,2.3926264586746164,0.38246918,6.0,2.0
1237673708796641477,141.56978165767967,2.921573499144513,0.11625231,6.0,2.0
1237673709329646319,133.800994545259,-1.2277893529962944,0.551906,6.0,2.0
1237673709332398855,139.1886215650207,2.079745673288533,0.5952297,6.0,2.0
1237673709334429946,143.17944893420537,4.556834204286888,0.24087887,6.0,2.0
1237673709866255406,133.05599232789783,-1.0534760612248582,0.4594828,6.0,2.0
1237673709866451554,133.4911397979599,-0.8739895297762349,0.45942268,6.0,2.0
1237673709869203506,138.81677894689574,2.270822006274831,0.28775963,6.0,2.0
1237673709869597456,139.59093070819455,2.8457183308184826,0.6445797,6.0,2.0
1237673709872153085,144.63574000375334,5.750993747772901,0.45241937,6.0,2.0
1237673710403059991,132.71420397600025,-0.9692412146712631,0.6370346,6.0,2.0
1237674459876951204,137.59528333694263,0.32652530168841465,0.9593803,6.0,2.0
1237674459878064695,139.60149500097475,1.7046122251643632,0.4513594,6.0,2.0
1237674459878130995,139.88746165510597,1.6697446223622892,0.6667732,6.0,2.0
1237674459878719711,141.033393906201,2.4164141535334736,0.08969607,6.0,2.0
1237674459879375538,142.27340700652798,3.24578544243434,0.39264694,6.0,2.0
1237674459879572182,142.65425195129345,3.498688501111835,0.51282495,6.0,2.0
1237674459879768238,143.0161657920672,3.7664390330095676,0.058454152,6.0,2.0
1237674459879964859,143.38730356512107,3.8667180581212843,0.05912163,6.0,2.0
1237674459879964937,143.32918115268538,3.9506286525101313,0.39657146,6.0,2.0
1237674459880292574,144.06287038448943,4.169216108721557,0.26775837,6.0,2.0
1237674459880424046,144.28302430364903,4.426587799257973,0.4602946,6.0,2.0
1237674460412248921,134.2327820896067,-1.2437242070464187,0.621369,6.0,2.0
1237674460413362777,136.33773318421606,0.13295410470154634,0.5356952,6.0,2.0
1237674460413756437,137.1984827397947,0.7101015738121508,0.510563,6.0,2.0
1237674460414739317,139.14920989118582,1.7848315645060207,0.61430883,6.0,2.0
1237674460415918701,141.45858782468565,3.1063680465195604,0.54501253,6.0,2.0
1237674460416246278,141.965839625418,3.6245465062449527,0.5860704,6.0,2.0
1237674460416311574,142.27558555409897,3.584519328301232,0.088678055,6.0,2.0
1237674460416443172,142.44375784716775,3.907814237324914,0.37440166,6.0,2.0
1237674460416639404,142.74115193640668,4.016854560362896,0.6613222,6.0,2.0
1237674460948857426,133.47828823985097,-1.1000075938220655,0.449521,6.0,2.0
1237674460949447440,134.58991739683012,-0.33129393901569876,0.560436,6.0,2.0
1237674460949578647,134.93707122057975,-0.27077166127719693,0.46947557,6.0,2.0
1237674460949774936,135.19490178465233,-0.015370116301918577,0.6555682,6.0,2.0
1237674460951020389,137.78245558744172,1.4792753216615404,0.60320413,6.0,2.0
1237674460951675293,138.933093990403,2.233166906157707,0.23025425,6.0,2.0
1237674460952133904,139.80534066587856,2.8023958131299858,0.49991593,6.0,2.0
1237674460952134375,139.88048523910984,2.786480004751163,0.4626673,6.0,2.0
1237674460952461908,140.55613036436802,3.0865431191204498,0.5422495,6.0,2.0
1237674460952527531,140.66697417491733,3.210060809760533,0.30612686,6.0,2.0
1237674460953051382,141.71029916629126,3.965448706652603,0.3773061,6.0,2.0
1237674460953116864,141.77404290082936,3.930621606926707,0.13855909,6.0,2.0
1237674461487170277,136.11069582895547,0.9354017173316622,0.44403046,6.0,2.0
1237674461489529075,140.649641370569,3.7541467297020095,0.083554454,6.0,2.0
1237674461489594608,140.86864396082473,3.890126044352288,0.12790288,6.0,2.0
1237674461489725690,141.06371812985063,4.023837059711191,0.09658305,6.0,2.0
1237674461490512007,142.6526618212858,4.804097831113981,0.06319652,6.0,2.0
1237674461490708553,143.01836336056164,5.111092624861488,0.11835828,6.0,2.0
1237674460413559627,136.79649496528307,0.42436659289174494,0.48016027,6.0,2.0
1237674460413953007,137.5909660303753,0.919346815165587,0.51160663,6.0,2.0
1237674460414017623,137.6318894422081,0.911876171268045,0.36686975,6.0,2.0
1237674460414083765,137.74986112651837,1.0855075915408803,0.5058974,6.0,2.0
1237674460416049377,141.6242906815063,3.345994124632741,0.067837186,6.0,2.0
1237674460416180691,141.88766255632106,3.415805583245118,0.5385055,6.0,2.0
1237674460416443032,142.48437915487648,3.7318902591993974,0.51779324,6.0,2.0
1237674460416508178,142.6125263193804,3.773702369452141,0.091232315,6.0,2.0
1237674460416574164,142.76222947905381,3.8709296551767887,0.52362937,6.0,2.0
1237674460417032489,143.56216918259275,4.580257097679422,0.12684916,6.0,2.0
1237674460417163825,143.7762095187719,4.677904362143992,0.38717732,6.0,2.0
1237674460417426167,144.3272671916501,4.85835238188554,0.64186114,6.0,2.0
1237674460417556815,144.6233785763661,5.192582200260363,0.31508675,6.0,2.0
1237674460950626929,136.87525175071534,1.0494797428886424,0.4763439,6.0,2.0
1237674460951937131,139.4599341696298,2.575984386190714,0.62976795,6.0,2.0
1237674460952395915,140.3404977962575,3.0634439755122687,0.11651608,6.0,2.0
1237674460952461339,140.4994445991814,3.135447075777665,0.17343226,6.0,2.0
1237674460952658129,140.9076166099639,3.4467118424206675,0.056928366,6.0,2.0
1237674460953247956,142.0985053033112,4.01435670300193,0.08347862,6.0,2.0
1237674460953379422,142.35195199651264,4.1422641460292615,0.54215914,6.0,2.0
1237674460953969153,143.47149777418085,4.921967833540879,0.26137945,6.0,2.0
1237674461486907831,135.6550504896368,0.6051941455420489,0.4176115,6.0,2.0
1237674461487301451,136.3897098569003,1.0089554796684048,0.5591971,6.0,2.0
1237674461487432310,136.59164700953733,1.2347191667881208,0.6065022,6.0,2.0
1237674461487890446,137.43951199684335,1.7936304247231012,0.016603494,6.0,2.0
1237674461488218935,138.13003415772937,2.2348849104429425,0.45517826,6.0,2.0
1237674461489070245,139.75665445939617,3.1835621734984048,0.11637275,6.0,2.0
1237674461489136423,140.0192780204178,3.208506693920214,0.53661424,6.0,2.0
1237674461489725466,141.03560465556447,4.012830763227446,0.08356708,6.0,2.0
1237674461489922247,141.44522022138307,4.13515395315312,0.09136768,6.0,2.0
1237674461490119012,141.9190393466722,4.352064408240812,0.27530912,6.0,2.0
1237674461490184813,141.93051744717727,4.567124247048446,0.5872588,6.0,2.0
1237674461490381700,142.4107826610317,4.636995281136872,0.64233017,6.0,2.0
1237674461491560669,144.61545625842678,6.16671381355578,0.2313032,6.0,2.0
1237674462022336882,132.54120896361377,-0.7448396293988802,0.5230726,6.0,2.0
1237674462023844562,135.42430126757097,1.1189810214259321,0.56227493,6.0,2.0
1237674462024041440,135.95573361675542,1.2905512606080065,0.6407258,6.0,2.0
1237674462024631171,137.08513170568253,1.9756700155664702,0.62516373,6.0,2.0
1237674462024762215,137.26269922788282,2.2632849691138195,0.47003892,6.0,2.0
1237674462025614257,139.03275940116745,3.0967618470383598,0.6274396,6.0,2.0
1237674462025876541,139.50291987191633,3.5132382872778996,0.538343,6.0,2.0
1237674462026072293,139.87019416672868,3.7563072072194625,0.03591854,6.0,2.0
1237674462026203513,140.12539087757702,3.8639174849612687,0.22840062,6.0,2.0
1237674462026990438,141.71530136778784,4.755978078856456,0.5672533,6.0,2.0
1237674462027579963,142.77425876456522,5.515644733195563,0.58755946,6.0,2.0
1237674462028497009,144.5897828077799,6.525239686845606,0.0223555,6.0,2.0
1237674462028562719,144.76811775844874,6.565758217862241,0.30065766,6.0,2.0
1237674462028628233,144.94951971086272,6.738116376370273,0.233869,6.0,2.0
1237674462560387875,134.6698424405395,0.9888496167256762,0.7090601,6.0,2.0
1237660668730934135,124.95965326174769,5.236092766450946,0.37779614,6.0,2.0
1237660668731065262,125.33001753846223,5.120883822232678,0.3516791,6.0,2.0
1237660668731130392,125.48795406932459,5.24933644127545,0.1856614,6.0,2.0
1237660668731589502,126.51232146487338,5.3723874788650985,0.46943003,6.0,2.0
1237660669268067095,125.47377791612253,5.5690532204546175,0.53229076,6.0,2.0
1237660669803364532,121.85013750897696,5.40571018575913,0.11304815,6.0,2.0
1237660669803364969,121.88481379958591,5.415836406361806,0.052864928,6.0,2.0
1237660669804151936,123.63378190271214,5.8091081946497996,0.5988058,6.0,2.0
1237660669804478569,124.37395438208394,5.981573196404871,0.244705,6.0,2.0
1237660669804937558,125.42200667079032,6.070245992572493,0.08229044,6.0,2.0
1237660669805133858,125.83597624334462,6.077650044494441,0.55437165,6.0,2.0
1237660669805134697,125.90688808363865,6.114822503150143,0.6071111,6.0,2.0
1237660669805527140,126.73789959672783,6.351755433352198,0.53573334,6.0,2.0
1237660669805920714,127.69042148364687,6.467319874971226,0.19823292,6.0,2.0
1237660669806576562,129.15297743847583,6.707892066847433,0.6387136,6.0,2.0
1237660669806969281,130.0446610060448,6.857436654578602,0.23205101,6.0,2.0
1237660670341939488,125.60323880359886,6.457676288283714,0.081024565,6.0,2.0
1237660670342529894,126.98371879062219,6.71168489548182,0.47782233,6.0,2.0
1237660670342857142,127.77200207593557,6.93369208015221,0.09056355,6.0,2.0
1237660670342922897,127.79113781737414,6.912985351839921,0.6515072,6.0,2.0
1237661063867401649,122.40006949400455,4.759906923587824,0.3624419,6.0,2.0
1237661063867859545,123.4743885852704,5.163732754846585,0.1857053,6.0,2.0
1237661063868907560,125.77109303535424,5.517767426270507,0.46975037,6.0,2.0
1237661063869629585,127.38891790492102,5.895123350288604,0.6489828,6.0,2.0
1237661063870283889,128.92301364115448,6.161490948402482,0.29272294,6.0,2.0
1237661063870743509,130.00298514477146,6.369852954062054,0.4101805,6.0,2.0
1237661063870873972,130.18563081042072,6.347488256234223,0.39452457,6.0,2.0
1237661063870939614,130.42509773061425,6.332806103942881,0.3122013,6.0,2.0
1237661063871333360,131.33212386405376,6.607671271482345,0.5650802,6.0,2.0
1237661063871398020,131.45201304303248,6.506316141864023,0.16262491,6.0,2.0
1237661063871660390,132.04640250201282,6.686903186804871,0.14338435,6.0,2.0
1237661063871857019,132.51615901003441,6.625890049806543,0.09368667,6.0,2.0
1237661063871857745,132.47583437656988,6.699779653312767,0.5019795,6.0,2.0
1237661064404140092,121.99212958502844,5.206558634002731,0.029165134,6.0,2.0
1237661064404729925,123.32993695956486,5.466305047393125,0.22631186,6.0,2.0
1237661064404992612,124.02415185162005,5.572949787782225,0.07159831,6.0,2.0
1237661064404992902,123.90176648064421,5.602428590681357,0.5345169,6.0,2.0
1237661064405058315,124.17188351045381,5.671663269573017,0.10028217,6.0,2.0
1237661064405451859,125.00623814965974,5.739811071695149,0.70487005,6.0,2.0
1237661064405910074,126.08773072772196,5.955415650875538,0.09253565,6.0,2.0
1237661064406303077,126.86756658455616,6.243171916713466,0.10450773,6.0,2.0
1237661064406435282,127.27927944275189,6.229885694909264,0.6454957,6.0,2.0
1237661064406762197,127.96669871495172,6.263072108772835,0.34320036,6.0,2.0
1237661064406827308,128.07120897807346,6.369151914695727,0.1672048,6.0,2.0
1237661064407351326,129.21949798533907,6.622739294556534,0.7320866,6.0,2.0
1237661064407679638,130.0420055554037,6.719920327194656,0.39677283,6.0,2.0
1237661064408137841,131.13046099084855,6.860979256402077,0.39379004,6.0,2.0
1237661064408138014,131.0729440986149,6.981837394386925,0.13316832,6.0,2.0
1237661064408400717,131.67061245053532,6.982494947907175,0.51218736,6.0,2.0
1237661064941601143,123.2509962919725,5.819531513301595,0.18095215,6.0,2.0
1237661064941994859,124.1179069322049,6.03135541472825,0.6011406,6.0,2.0
1237661064942191176,124.68190170674318,6.099280385603882,0.10877628,6.0,2.0
1237661064942191788,124.65802954502962,6.044607474759347,0.56229776,6.0,2.0
1237661064942322209,124.94087228096821,6.1439980212931316,0.09113418,6.0,2.0
1237661064942323007,124.92858399139385,6.296927918538632,0.5271853,6.0,2.0
1237661064942387604,125.11386484918324,6.322945530427516,0.57717836,6.0,2.0
1237661064942388467,125.09707386448382,6.21016941768932,0.6143483,6.0,2.0
1237661064943371101,127.2636564463674,6.666661012400958,0.48494878,6.0,2.0
1237661064943698111,128.1099406684363,6.711417255133692,0.11308183,6.0,2.0
1237661064943895105,128.52117009793687,6.9459558565682125,0.34350318,6.0,2.0
1237661065477357871,120.76659537307893,5.766245496207822,0.54192686,6.0,2.0
1237661065477620247,121.23170450514415,5.895176059482108,0.22557002,6.0,2.0
1237661065477621254,121.32269458958282,6.0320875793613355,0.58935755,6.0,2.0
1237661065478078888,122.28060960946623,6.055756839460477,0.1351213,6.0,2.0
1237661065478275492,122.69203725477124,6.261347207277304,0.1515162,6.0,2.0
1237661065478472905,123.21028718223917,6.334344633316699,0.5008736,6.0,2.0
1237661065479062553,124.5124304500748,6.464262204070637,0.4956667,6.0,2.0
1237661065479127548,124.64307831654538,6.601333128927485,0.14688271,6.0,2.0
1237661065479193233,124.87127520410236,6.619786603715939,0.3365507,6.0,2.0
1237674460953247965,142.12947795615523,3.9875219130401804,0.10060327,6.0,2.0
1237674460953313415,142.16001636258224,4.114542460154292,0.26146498,6.0,2.0
1237674460953444660,142.50879870899527,4.287152127299582,0.32843181,6.0,2.0
1237674460954558670,144.73709101324192,5.543998695228761,0.088022806,6.0,2.0
1237674461485204591,132.25903243559821,-1.3064892817295304,0.43678963,6.0,2.0
1237674461487235833,136.1855110151074,1.0304436249288151,0.49265507,6.0,2.0
1237674461487563565,136.89103469919735,1.3867711697030334,0.59771717,6.0,2.0
1237674461487891323,137.5169093226367,1.8601066922291982,0.48046142,6.0,2.0
1237674461489397911,140.39444871253238,3.599795487656815,0.5705447,6.0,2.0
1237674461489791310,141.21075163777104,4.097151001812472,0.27625093,6.0,2.0
1237674461489987950,141.6108615665954,4.18798039495854,0.05285691,6.0,2.0
1237674462025548509,138.77992556163693,3.1749124916640326,0.41225904,6.0,2.0
1237674462025679436,139.02466239913343,3.2421965486286,0.49225995,6.0,2.0
1237674462026007125,139.7594669267562,3.532771822850252,0.43794435,6.0,2.0
